ISBN	LCCN	LCCN Source	Classification	NLM	NLM Source	Date
9781009119313	Z106.5.G72 E549 2022	ma	Z			2026-04-10 10:30:38
9781898823629	DS881.3 .C85 2018	ma	DS			2026-04-10 10:30:38
9781846154010	PT7170 .R67 2005	ma	PT			2026-04-10 10:30:38
9781009025676	PS3554.E4425 Z648 2022	ma	PS			2026-04-10 10:30:38
9781898823995	DS885.5.N37 A3 2019	ma	DS			2026-04-10 10:30:38
9789048552023	PQ4080 .G53 2022	ma	PQ			2026-04-10 10:30:38
9781802700213	BL945 .P36 2022	ma	BL			2026-04-10 10:30:38
9781009072670	R126.G8 G35 2022	ma	R			2026-04-10 10:30:38
9781800104471	D111 .H38 2021	ma	D			2026-04-10 10:30:38
9781800103504	ML945 .C53 2021	ma	ML			2026-04-10 10:30:38
9781898823520	DS832.7.B74 K3613 2017	ma	DS			2026-04-10 10:30:38
9781785278020	GV1588.3 .F726 2022	ma	GV			2026-04-10 10:30:38
9781447361213	JC479 .P54 2021	ma	JC			2026-04-10 10:30:38
9781009118873	BL1215.P65 S24 2022	ma	BL			2026-04-10 10:30:38
9781776147496	RJ502.S6 P47 2022	ma	RJ			2026-04-10 10:30:38
9789048535118	P301.3.I73 S76 2022	ma	P			2026-04-10 10:30:38
9781800102095	HQ799.2.M352 A359 2021	ma	HQ			2026-04-10 10:30:38
9781009221054	BF1622.F7 C67 2022	ma	BF			2026-04-10 10:30:38
9781009072458	RC552.P67 H56 2022	ma	RC			2026-04-10 10:30:38
9781898823704	DS849.G4 K83 2018	ma	DS			2026-04-10 10:30:38
9781776147250	GN58.S64 M67 2022	ma	GN			2026-04-10 10:30:38
9781529210989	JZ1242 .J67 2022	ma	JZ			2026-04-10 10:30:38
9781839981982	LB2331 .K43 2022	ma	LB			2026-04-10 10:30:38
9781839980466	HV1568 .D46 2022	ma	HV			2026-04-10 10:30:38
9781839980947	B3376.W564 T45 2022	ma	B			2026-04-10 10:30:38
9781912961153	DS822.5 .B75 2020	ma	DS			2026-04-10 10:30:38
9781800104273	KZ6535.A61954 S24 2022	ma	KZ			2026-04-10 10:30:38
9781898823803	DS809 .B59413 2020	ma	DS			2026-04-10 10:30:38
9781787440555	BT840 .R483 2017	ma	BT			2026-04-10 10:30:38
9781447358350	HV11.8.E85 I68 2022	ma	HV			2026-04-10 10:30:38
9781009029704	QA269 .S65 2022	ma	QA			2026-04-10 10:30:38
9781800102149	PT2359.H2 A856 2021	ma	PT			2026-04-10 10:30:38
9781782045267	GV1145 .L43 2015	ma	GV			2026-04-10 10:30:38
9781009049818	KJE5461 .R47 2022	ma	KJE			2026-04-10 10:30:38
9781800105041	ML410.W19 O86 2022	ma	ML			2026-04-10 10:30:38
9781800104884	PN661 .N48 2022	ma	PN			2026-04-10 10:30:38
9781009037013	B2798 .C37 2022	ma	B			2026-04-10 10:30:38
9781108567251	K133 .G56 2022	ma	K			2026-04-10 10:30:38
9781800101791	PQ7797.B635 Z9184 2021	ma	PQ			2026-04-10 10:30:38
9781447362494	HV8665 .C69 2022	ma	HV			2026-04-10 10:30:38
9781009181518	HV640.5.S97 H366 2022	ma	HV			2026-04-10 10:30:38
9781912961177	DA565.P14 M67 2021	ma	DA			2026-04-10 10:30:38
9781800103993	V55.G7 R43 2022	ma	V			2026-04-10 10:30:38
9781009222990	PR3312.P53 T69 2022	ma	PR			2026-04-10 10:30:38
9781782047117	DK508.935 .B57 2016	ma	DK			2026-04-10 10:30:38
9781800104983	JC71.P6 A8535 2022	ma	JC			2026-04-10 10:30:38
9781108554947	K3870.A6 C6566 2016	ma	K			2026-04-10 10:30:38
9781009002066	HD57.7 .H37 2022	ma	HD			2026-04-10 10:30:38
9781108933216	KNC575.5.G39 L36 2022	ma	KNC			2026-04-10 10:30:38
9781529217445	HN400.C6 H48 2021	ma	HN			2026-04-10 10:30:38
9781898823896	LA2383.J3 T64 2021	ma	LA			2026-04-10 10:30:38
9781912961207	HE3355 .L44 2011	ma	HE			2026-04-10 10:30:38
9781800105331	PQ8180.17.A73 Z95 2010	ma	PQ			2026-04-10 10:30:38
9781108768450	QP408 .E96 2022	ma	QP			2026-04-10 10:30:38
9781529207712	JZ4850 .C67 2021	ma	JZ			2026-04-10 10:30:38
9781108807951	P241 .M5985 2022	ma	P			2026-04-10 10:30:38
9781108688253	H61 .C273 2022	ma	H			2026-04-10 10:30:38
9781447359531	HD87 .C43 2021	ma	HD			2026-04-10 10:30:38
9781782045984	PR328 .H38 2015	ma	PR			2026-04-10 10:30:38
9781009165877	GE170 .M368 2022	ma	GE			2026-04-10 10:30:38
9781009151405	HD7091 .I94 2022	ma	HD			2026-04-10 10:30:38
9781785277566	PK2169 .Y36 2022	ma	PK			2026-04-10 10:30:38
9781776147410	DT1756 .G37 2022	ma	DT			2026-04-10 10:30:38
9781800104563	U810 .M64 2022	ma	U			2026-04-10 10:30:38
9781009211840	HQ799.8.A35 L67 2022	ma	HQ			2026-04-10 10:30:38
9781898823728	DS891 .M36 2018	ma	DS			2026-04-10 10:30:38
9781108633062	DS63.123 .A55 2022	ma	DS			2026-04-10 10:30:38
9781782047704	DA225 .F68 2016	ma	DA			2026-04-10 10:30:38
9781108582865	JC575 .A76 2022	ma	JC			2026-04-10 10:30:38
9781800103573	PQ7082.P7 C56 2022	ma	PQ			2026-04-10 10:30:38
9781009085687	KK5057 .G47 2022	ma	KK			2026-04-10 10:30:38
9781009042765	K3249 .L46 2021	ma	K			2026-04-10 10:30:38
9781009159364	KF3319 .G68 2022	ma	KF			2026-04-10 10:30:38
9781009109413	BJ1012 .M67 2022	ma	BJ			2026-04-10 10:30:38
9789048551644	B2430.B33954 S83 2022	ma	B			2026-04-10 10:30:38
9781839702419	KJC1289 .A36 2022	ma	KJC			2026-04-10 10:30:38
9781529210217	HQ1155 .W43 2022	ma	HQ			2026-04-10 10:30:38
9781009085724	BF441 .P834 2022	ma	BF			2026-04-10 10:30:38
9781009244787	HG3334 .H37 2022	ma	HG			2026-04-10 10:30:38
9781108557382	DT96 .P48 2022	ma	DT			2026-04-10 10:30:38
9781800102163	F2161 .R64 2021	ma	F			2026-04-10 10:30:38
9781108645867	LC171 .G86 2022	ma	LC			2026-04-10 10:30:38
9781800103764	PQ211 .M44 2022	ma	PQ			2026-04-10 10:30:38
9781846158902	Z4 .T427 2010	ma	Z			2026-04-10 10:30:38
9781529219357	K3570 .E33 2021	ma	K			2026-04-10 10:30:38
9781108766449	P306.8.C19 B87 2022	ma	P			2026-04-10 10:30:38
9781802700060	BM440.E8 E84 2021	ma	BM			2026-04-10 10:30:38
9781800104457	HV8978.P37 P68 2022	ma	HV			2026-04-10 10:30:38
9781108856348	K3488.A6 T73 2022	ma	K			2026-04-10 10:30:38
9781447362258	H97 .W34 2021	ma	H			2026-04-10 10:30:38
9781800105553	PR9390.9.M3 Z46 2022	ma	PR			2026-04-10 10:30:38
9781800104426	DC102.8.A1 C87 2022	ma	DC			2026-04-10 10:30:38
9781108878661	KF9223 .F533 2022	ma	KF			2026-04-10 10:30:38
9781787448162	DA765 .S36 2022	ma	DA			2026-04-10 10:30:38
9781108981125	B3376.W564 K88 2022	ma	B			2026-04-10 10:30:38
9781009158855	KF4550 .P67 2022	ma	KF			2026-04-10 10:30:38
9781009058216	KF1544 .B35 2022	ma	KF			2026-04-10 10:30:38
9781800104235	U55.C78 J63 2022	ma	U			2026-04-10 10:30:38
9781787446243	ND467.5.P7 B68 2019	ma	ND			2026-04-10 10:30:38
9781898823971	HT725.J3 T45713 2019	ma	HT			2026-04-10 10:30:38
9781009093699	N72.S6 V5915 2022	ma	N			2026-04-10 10:30:38
9781912961115	DS834.9.S86 A3 2020	ma	DS			2026-04-10 10:30:38
9781787448087	PT3707 .F69 2022	ma	PT			2026-04-10 10:30:38
9781108973359	B3376.W564 B76 2022	ma	B			2026-04-10 10:30:38
9781800103290	ML270 .W23 2021	ma	ML			2026-04-10 10:30:38
9781776147458	RA644.C67 F75 2021	ma	RA			2026-04-10 10:30:38
9781800105485	DA86 .H45 2022	ma	DA			2026-04-10 10:30:38
9781912961221	DS916.55 K8 2021	ma	DS			2026-04-10 10:30:38
9781108304306	JF799 .B57 2022	ma	JF			2026-04-10 10:30:38
9781447363231	HN400.S6 L36 2022	ma	HN			2026-04-10 10:30:38
9781447318491	JC571 .W67 2014	ma	JC			2026-04-10 10:30:38
9781898823957	HC465.C3 H84 2019	ma	HC			2026-04-10 10:30:38
9781800105256	DA803.6 .W35 2022	ma	DA			2026-04-10 10:30:38
9781108939836	RC455.2.E8 T46 2022	ma	RC			2026-04-10 10:30:38
9781447362821	LB2411 .G35 2021	ma	LB			2026-04-10 10:30:38
9781898823414	PR6109.T64 M9 2015	ma	PR			2026-04-10 10:30:38
9781139196437	JZ6377.A8 H67 2014	ma	JZ			2026-04-10 10:30:38
9781529216752	HG4751 .D38 2022	ma	HG			2026-04-10 10:30:38
9781009032049	K2261.A6 W67 2018	ma	K			2026-04-10 10:30:38
9781447360346	HV238 .F36 2021	ma	HV			2026-04-10 10:30:38
9781782046523	DT433.577 .K67 2016	ma	DT			2026-04-10 10:30:38
9781009019569	B3216.C34 T78 2022	ma	B			2026-04-10 10:30:38
9781787449121	ML410.C756 M95 2020	ma	ML			2026-04-10 10:30:38
9781800104143	ND465 .T58 2022	ma	ND			2026-04-10 10:30:38
9781009053952	JF2112.C28 W47 2022	ma	JF			2026-04-10 10:30:38
9781009022859	JC330.3 .S544 2022	ma	JC			2026-04-10 10:30:38
9781787443525	ML417.N34 R39 2018	ma	ML			2026-04-10 10:30:38
9781782046653	RC154.6.F9 R68 2015	ma	RC			2026-04-10 10:30:38
9781108942560	DP557.A54 K35 2022	ma	DP			2026-04-10 10:30:38
9781009024310	PL8026.C531 W65 2022	ma	PL			2026-04-10 10:30:38
9781009053594	H61 .Q85 2022	ma	H			2026-04-10 10:30:38
9781839984112	PR5766.W26 Z53 2022	ma	PR			2026-04-10 10:30:38
9781108917698	HD4465.A8 C66 2022	ma	HD			2026-04-10 10:30:38
9789048541553	PN1995.9.B62 V54 2022	ma	PN			2026-04-10 10:30:38
9781800102071	PT345 .M49 2021	ma	PT			2026-04-10 10:30:38
9781108339353	HT113 .N54 2022	ma	HT			2026-04-10 10:30:38
9781839981951	D804.3 .N69 2022	ma	D			2026-04-10 10:30:38
9781447356462	RJ499 .S86 2021	ma	RJ			2026-04-10 10:30:38
9781898823469	DA47.9.J3 B75 2016	ma	DA			2026-04-10 10:30:38
9781800102385	PT134.A88 C66 2021	ma	PT			2026-04-10 10:30:38
9781009072342	KZ7230 .B46 2022	ma	KZ			2026-04-10 10:30:38
9781108933643	KJE2460 .A96 2022	ma	KJE			2026-04-10 10:30:38
9781108589314	P128.C68 D378 2022	ma	P			2026-04-10 10:30:38
9781009024235	P35.5.G9 K628 2022	ma	P			2026-04-10 10:30:38
9781787444966	N6784 .I57 2019	ma	N			2026-04-10 10:30:38
9781108653459	KNS577 .S39 2022	ma	KNS			2026-04-10 10:30:38
9781580466417	ML270.4 .F38 2005	ma	ML			2026-04-10 10:30:38
9781529217209	JS3000 .L63 2021	ma	JS			2026-04-10 10:30:38
9781108991278	PN5124.M46 P75 2022	ma	PN			2026-04-10 10:30:38
9781776147335	PR9369.3.T55 Z56 2022	ma	PR			2026-04-10 10:30:38
9781108887304	T58.5 .G55 2022	ma	T			2026-04-10 10:30:38
9781009082983	BF697.5.B63 G33 2022	ma	BF			2026-04-10 10:30:38
9781800104211	PN2993.6.C35 F46 2022	ma	PN			2026-04-10 10:30:38
9781912961085	UB271.R92 C43 2021	ma	UB			2026-04-10 10:30:38
9781782045601	PQ7082.N7 M372 2015	ma	PQ			2026-04-10 10:30:38
9781009105262	BD418.3 .P45 2022	ma	BD			2026-04-10 10:30:38
9781009128193	K370 .T36 2022	ma	K			2026-04-10 10:30:38
9781529216714	HD9502.A982 G35 2022	ma	HD			2026-04-10 10:30:38
9781787449008	ML1727.3 .R29 2020	ma	ML			2026-04-10 10:30:38
9781529213249	HQ789 .K54 2022	ma	HQ			2026-04-10 10:30:38
9781800104709	ML416.S78 A67 2022	ma	ML			2026-04-10 10:30:38
9781800104587	VA454 .G73 2022	ma	VA			2026-04-10 10:30:38
9781529215922	JZ6368 .R44 2022	ma	JZ			2026-04-10 10:30:38
9789048554416	DS610.25.C5 A64 2022	ma	DS			2026-04-10 10:30:38
9781800105225	HE964.5.G7 L46 2022	ma	HE			2026-04-10 10:30:38
9781898823315	PR2631 .J67 2015	ma	PR			2026-04-10 10:30:38
9781139963206	K4640.O74 I53 2022	ma	K			2026-04-10 10:30:38
9781839983016	PT5333 .V45 2022	ma	PT			2026-04-10 10:30:38
9781316415993	BR115.P7 C2349 2022	ma	BR			2026-04-10 10:30:38
9781108593045	DC95.5 .C65 2022	ma	DC			2026-04-10 10:30:38
9781800105089	DA152 .G58 2022	ma	DA			2026-04-10 10:30:38
9781108902465	KF4819 .E34 2022	ma	KF			2026-04-10 10:30:38
9781800103870	BX1713 .I66 2022	ma	BX			2026-04-10 10:30:38
9781800103610	DA16 .B75 2022	ma	DA			2026-04-10 10:30:38
9781009086868	KNQ1580 .K56 2022	ma	KNQ			2026-04-10 10:30:38
9781800104785	DA235 .C74 2022	ma	DA			2026-04-10 10:30:38
9781912961139	E183.8.J3 B83 2021	ma	E			2026-04-10 10:30:38
9781839980169	N6797.S38 R49 2022	ma	N			2026-04-10 10:30:38
9781009075053	P115.4 .W36 2022	ma	P			2026-04-10 10:30:38
9781108333856	JC381 .N434 2022	ma	JC			2026-04-10 10:30:38
9781800105249	DP302.C616 C573 2011	ma	DP			2026-04-10 10:30:38
9781529216851	E185.89.R45 N87 2022	ma	E			2026-04-10 10:30:38
9781800101913	PR6023.A93 Z631255 2021	ma	PR			2026-04-10 10:30:38
9781846159428	VM16 .P58 2011	ma	VM			2026-04-10 10:30:38
9781009071215	KJE5132 .D4 2022	ma	KJE			2026-04-10 10:30:38
9781783305100	ZA3075 .B87 2022	ma	ZA			2026-04-10 10:30:38
9781898823575	DS834.9.B53 C37 2017	ma	DS			2026-04-10 10:30:38
9781009004176	RC533 .D778 2022	ma	RC			2026-04-10 10:30:38
9781529218732	HD6053 .G73 2021	ma	HD			2026-04-10 10:30:38
9781009030397	JQ3515 .D64 2022	ma	JQ			2026-04-10 10:30:38
9781785278655	PS1019.A2 Z64 2022	ma	PS			2026-04-10 10:30:38
9789048554270	NE628.2 .D64 2022	ma	NE			2026-04-10 10:30:38
9781782046448	PT3710.D57 K56 2015	ma	PT			2026-04-10 10:30:38
9781800105324	PQ6469 .C66 2008	ma	PQ			2026-04-10 10:30:38
9781782045120	DA208 .W43 2015	ma	DA			2026-04-10 10:30:38
9789048553662	PN1995.9.A73 S27 2022	ma	PN			2026-04-10 10:30:38
9781800103788	DT1768.W55 S68 2022	ma	DT			2026-04-10 10:30:38
9781009219365	Z252.5.L48 B38 2022	ma	Z			2026-04-10 10:30:38
9781108783194	KD632.H35 H86 2022	ma	KD			2026-04-10 10:30:38
9781316480281	BS2795.53 .R44 2022	ma	BS			2026-04-10 10:30:38
9781009008631	BX4662 .T49 2022	ma	BX			2026-04-10 10:30:38
9781782048664	D118 .H38 2016	ma	D			2026-04-10 10:30:38
9781108938389	Z116.A2 P45 2022	ma	Z			2026-04-10 10:30:38
9789048550241	DJ147 .K85 2022	ma	DJ			2026-04-10 10:30:38
9789048543885	PN1993.5.E82 G74 2022	ma	PN			2026-04-10 10:30:38
9781800104969	JS3137 .P38 2022	ma	JS			2026-04-10 10:30:38
9781009026949	BF311 .D74 2022	ma	BF			2026-04-10 10:30:38
9781108630672	N5640 .P68 2022	ma	N			2026-04-10 10:30:38
9781787449046	JQ2945.A91 C75 2020	ma	JQ			2026-04-10 10:30:38
9781898823599	DS806 .J37 2016	ma	DS			2026-04-10 10:30:38
9781839702464	KJE4170 .B67 2022	ma	KJE			2026-04-10 10:30:38
9781787445994	PR1987 .H57 2019	ma	PR			2026-04-10 10:30:38
9781009179263	BJ1535.F3 S45 2022	ma	BJ			2026-04-10 10:30:38
9781800102835	HF1590.15.A35 I55 2021	ma	HF			2026-04-10 10:30:38
9781782045274	HQ76.8.C9 M37 2015	ma	HQ			2026-04-10 10:30:38
9781009040396	KJC6044 .M525 2022	ma	KJC			2026-04-10 10:30:38
9781898823322	DS835 .D67 2015	ma	DS			2026-04-10 10:30:38
9781009057745	HB139 .H75 2022	ma	HB			2026-04-10 10:30:38
9781009042703	HV6515 .T63 2022	ma	HV			2026-04-10 10:30:38
9781800105133	PT167 .D35 2022	ma	PT			2026-04-10 10:30:38
9781800102378	PT2601.N4 H3813 2021	ma	PT			2026-04-10 10:30:38
9781108991353	H62 .D77 2021	ma	H			2026-04-10 10:30:38
9781108608572	HD8039.C442 G336 2022	ma	HD			2026-04-10 10:30:38
9781108938112	B751.Z7 Z37 2022	ma	B			2026-04-10 10:30:38
9781787447813	DA670.E7 R56 2022	ma	DA			2026-04-10 10:30:38
9781787445956	ML275 .M935 2022	ma	ML			2026-04-10 10:30:38
9781898823681	KZA1692 .E45 2018	ma	KZA			2026-04-10 10:30:38
9781800104822	PR255 .T49 2022	ma	PR			2026-04-10 10:30:38
9781009025416	KZ1277 .T44 2019	ma	KZ			2026-04-10 10:30:38
9781009127295	PA3014.M38 L48 2022	ma	PA			2026-04-10 10:30:38
9781529214567	HM1033 .D97 2022	ma	HM			2026-04-10 10:30:38
9781800103405	PT2379.Z5 H3675 2022	ma	PT			2026-04-10 10:30:38
9781009276139	KZ1215 .G37 2022	ma	KZ			2026-04-10 10:30:38
9781839982439	B2949.R25 W56 2022	ma	B			2026-04-10 10:30:38
9781529213676	LB2322.2 .S34 2021	ma	LB			2026-04-10 10:30:38
9781108909570	K1705 .C358 2022	ma	K			2026-04-10 10:30:38
9781787448216	PQ6613.A763 Z53 2022	ma	PQ			2026-04-10 10:30:38
9781800105539	Z792.W73 A74 2022	ma	Z			2026-04-10 10:30:38
9781800104907	N8045 .A94 2022	ma	N			2026-04-10 10:30:38
9781009150675	BS1199.M4 B78 2022	ma	BS			2026-04-10 10:30:38
9781108912495	JA85 .C384497 2022	ma	JA			2026-04-10 10:30:38
9781009070027	KZ7200 .G55 2022	ma	KZ			2026-04-10 10:30:38
9781800104341	ML270.5 .E67 2022	ma	ML			2026-04-10 10:30:38
9781912961191	DS855 .B39 2021	ma	DS			2026-04-10 10:30:38
9789048541041	BF1517.E85 V36 2022	ma	BF			2026-04-10 10:30:38
9781108877992	RC552.P67 L47 2021	ma	RC			2026-04-10 10:30:38
9781580468879	DT380.5 .D4 2015	ma	DT			2026-04-10 10:30:38
9781529210576	HV6439.G72 D48 2022	ma	HV			2026-04-10 10:30:38
9781800105195	DA712 .T56 2022	ma	DA			2026-04-10 10:30:38
9781529214789	BF575.N6 I68 2022	ma	BF			2026-04-10 10:30:38
9781782045939	HD8039.S42 I45 2015	ma	HD			2026-04-10 10:30:38
9781447349013	RC521 .D46 2021	ma	RC			2026-04-10 10:30:38
9781009043243	RC263 .H475 2022	ma	RC			2026-04-10 10:30:38
9781776147298	DT1107 .A73 2022	ma	DT			2026-04-10 10:30:38
9781108756297	BR515 .C275 2022	ma	BR			2026-04-10 10:30:38
9781447356899	HD1391 .N49 2021	ma	HD			2026-04-10 10:30:38
9781898823339	D805.B9 F88 2013	ma	D			2026-04-10 10:30:38
9781108588034	B430 .G68 2022	ma	B			2026-04-10 10:30:38
9781009083164	HF1111 .B866 2022	ma	HF			2026-04-10 10:30:38
9781009043571	P118.2 .V36 2022	ma	P			2026-04-10 10:30:38
9781800103078	PN682.W6 H47 2021	ma	PN			2026-04-10 10:30:38
9781108613248	K4609.5 .P54 2022	ma	K			2026-04-10 10:30:38
9781108766654	PS169.R28 R33 2022	ma	PS			2026-04-10 10:30:38
9781447363828	H62 .Q83 2022	ma	H			2026-04-10 10:30:38
9781529215540	HV6024.5 .G58 2021	ma	HV			2026-04-10 10:30:38
9781800102705	JZ5584.A35 W663 2021	ma	JZ			2026-04-10 10:30:38
9781529213720	HD6079.2.F8 G85 2022	ma	HD			2026-04-10 10:30:38
9781009042628	DG78 .P65 2022	ma	DG			2026-04-10 10:30:38
9781447317005	HM671 .N49 2015	ma	HM			2026-04-10 10:30:38
9781529218046	QC903 .J69 2021	ma	QC			2026-04-10 10:30:38
9781009047968	BL241 .A49 2022	ma	BL			2026-04-10 10:30:38
9781447363316	LB2341.8.G7 S26 2021	ma	LB			2026-04-10 10:30:38
9781009150194	DS156.I6 H35 2022	ma	DS			2026-04-10 10:30:38
9781108946612	KJE6242 .P374 2022	ma	KJE			2026-04-10 10:30:38
9781009106610	U22 .D68 2022	ma	U			2026-04-10 10:30:38
9781529218305	HT151 .A38 2022	ma	HT			2026-04-10 10:30:38
9781108980135	E184.S18 R37 2022	ma	E			2026-04-10 10:30:38
9781800105317	PC3901 .T42 2003	ma	PC			2026-04-10 10:30:38
9781800104518	ML3917.G7 K57 2022	ma	ML			2026-04-10 10:30:38
9781800102132	CB361 .R42 2021	ma	CB			2026-04-10 10:30:38
9781108775038	K487.T4 C36 2022	ma	K			2026-04-10 10:30:38
9781787449336	HC885.Z9 E4464 2020	ma	HC			2026-04-10 10:30:38
9781009090001	KZ5645.5.A98 S45 2022	ma	KZ			2026-04-10 10:30:38
9781529219692	PN56.C7 M34 2022	ma	PN			2026-04-10 10:30:38
